Locality,Type of property,Subtype of property,Price,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
3470,HOUSE,HOUSE,285000,sale,3,135,False,False,False,False,775,135,4,False,False
9500,HOUSE,MIXED_USE_BUILDING,289000,sale,3,95,INSTALLED,,False,30,False,95,4,False,GOOD
9960,HOUSE,HOUSE,275000,sale,3,131,INSTALLED,,False,False,False,131,False,False,GOOD
9660,HOUSE,HOUSE,425000,sale,3,165,INSTALLED,,False,False,False,165,3,True,GOOD
9500,HOUSE,HOUSE,289000,sale,3,95,INSTALLED,,False,30,False,95,4,False,GOOD
9500,HOUSE,BUNGALOW,289000,sale,3,95,INSTALLED,,False,30,False,95,4,False,GOOD
9660,HOUSE,MIXED_USE_BUILDING,425000,sale,3,165,INSTALLED,,False,False,False,165,3,True,GOOD
5000,APARTMENT,APARTMENT,False,sale,2,80,INSTALLED,,False,6,False,80,2,False,AS_NEW
9170,HOUSE,HOUSE,227000,sale,3,False,INSTALLED,,False,False,False,False,3,False,TO_RENOVATE
4910,HOUSE,HOUSE,349000,sale,3,144,SEMI_EQUIPPED,,False,20,911,144,4,False,GOOD
7866,HOUSE,COUNTRY_COTTAGE,355000,sale,3,190,INSTALLED,,False,18,700,190,4,False,GOOD
1080,APARTMENT,APARTMENT,269000,sale,2,115,INSTALLED,False,False,3,False,115,2,False,AS_NEW
1050,APARTMENT,DUPLEX,252500,sale,1,65,SEMI_EQUIPPED,,False,False,False,65,2,False,GOOD
2550,HOUSE,HOUSE,239000,sale,3,False,SEMI_EQUIPPED,,False,False,24,False,2,False,TO_RENOVATE
2222,HOUSE,HOUSE,205000,sale,2,125,SEMI_EQUIPPED,,False,False,78,125,3,False,TO_RENOVATE
2845,HOUSE,HOUSE,245000,sale,3,132,SEMI_EQUIPPED,,False,6,12,132,2,False,TO_RENOVATE
2830,HOUSE,HOUSE,269000,sale,3,False,SEMI_EQUIPPED,,False,False,False,False,2,False,TO_RENOVATE
1430,HOUSE,VILLA,469000,sale,4,170,HYPER_EQUIPPED,,1,False,False,170,4,False,JUST_RENOVATED
1083,APARTMENT,APARTMENT,219000,sale,2,77,False,False,False,3,False,77,2,False,GOOD
6792,HOUSE,HOUSE,185000,sale,3,110,SEMI_EQUIPPED,,False,False,False,110,False,False,TO_RENOVATE
2640,HOUSE,HOUSE,430000,sale,3,145,HYPER_EQUIPPED,,False,False,False,145,2,False,AS_NEW
5020,HOUSE,HOUSE,899000,sale,3,245,SEMI_EQUIPPED,,1,False,16981,245,4,False,AS_NEW
6536,HOUSE,HOUSE,348000,sale,4,250,INSTALLED,False,False,20,1300,250,4,False,False
2321,HOUSE,HOUSE,990000,sale,4,False,INSTALLED,,False,False,False,False,4,False,GOOD
6020,APARTMENT,APARTMENT,118000,sale,2,71,INSTALLED,False,False,1,False,71,2,False,False
2960,HOUSE,VILLA,895000,sale,6,332,INSTALLED,,False,False,False,332,4,True,AS_NEW
3090,HOUSE,HOUSE,425000,sale,2,153,HYPER_EQUIPPED,False,False,False,170,153,3,False,GOOD
9000,HOUSE,HOUSE,489000,sale,3,165,HYPER_EQUIPPED,,False,25,200,165,2,False,AS_NEW
1701,HOUSE,HOUSE,459000,sale,3,155,HYPER_EQUIPPED,False,False,False,False,155,3,False,GOOD
9040,HOUSE,BUNGALOW,467000,sale,2,143,INSTALLED,False,False,False,False,143,4,False,AS_NEW
5530,HOUSE,HOUSE,625000,sale,3,238,INSTALLED,False,False,72,650,238,4,False,False
9308,HOUSE,HOUSE,365000,sale,3,193,False,,False,False,55,193,False,False,GOOD
8550,HOUSE,MANSION,675000,sale,3,316,HYPER_EQUIPPED,False,False,False,False,316,2,True,AS_NEW
1310,HOUSE,VILLA,965000,sale,5,490,HYPER_EQUIPPED,False,False,70,1400,490,4,False,AS_NEW
8760,HOUSE,HOUSE,129000,sale,3,125,False,,False,False,False,125,3,False,TO_RENOVATE
9140,HOUSE,HOUSE,210000,sale,1,116,INSTALLED,False,False,False,False,116,2,False,GOOD
8200,HOUSE,HOUSE,335000,sale,3,117,INSTALLED,,False,False,False,117,False,False,GOOD
5570,HOUSE,HOUSE,192000,sale,3,False,NOT_INSTALLED,,False,False,1,False,3,False,TO_BE_DONE_UP
7911,HOUSE,HOUSE,485000,sale,3,300,HYPER_EQUIPPED,False,False,False,3100,300,4,False,AS_NEW
1070,HOUSE,HOUSE,485000,sale,6,188,HYPER_EQUIPPED,False,False,False,False,188,2,False,GOOD
2910,HOUSE,HOUSE,549000,sale,3,188,False,False,False,False,False,188,4,False,GOOD
6110,HOUSE,VILLA,368000,sale,3,225,INSTALLED,False,False,10,1900,225,4,True,False
1348,HOUSE,VILLA,850000,sale,4,170,INSTALLED,,1,1,1400,170,4,False,TO_RENOVATE
9300,HOUSE,HOUSE,349000,sale,2,108,INSTALLED,,False,7,25,108,3,False,False
8300,HOUSE,HOUSE,4200000,sale,4,182,HYPER_EQUIPPED,False,False,False,False,182,3,False,TO_BE_DONE_UP
5555,HOUSE,HOUSE,229000,sale,4,150,NOT_INSTALLED,False,False,10,600,150,4,False,TO_RENOVATE
4750,HOUSE,MIXED_USE_BUILDING,320000,sale,0,542,INSTALLED,,False,False,False,542,3,False,GOOD
2930,HOUSE,VILLA,1895000,sale,7,530,INSTALLED,,False,False,False,530,4,False,GOOD
2340,HOUSE,HOUSE,449500,sale,3,158,SEMI_EQUIPPED,,False,False,False,158,4,False,TO_RENOVATE
2328,HOUSE,HOUSE,569000,sale,5,296,INSTALLED,,1,False,1200,296,4,False,GOOD
4460,HOUSE,BUNGALOW,875000,sale,3,320,INSTALLED,False,False,60,False,320,4,True,GOOD
1700,APARTMENT,DUPLEX,430000,sale,4,151,INSTALLED,,1,18,False,151,3,False,GOOD
2150,APARTMENT,APARTMENT,285000,sale,3,81,INSTALLED,,False,False,False,81,2,False,JUST_RENOVATED
2170,HOUSE,HOUSE,325000,sale,3,184,INSTALLED,,False,False,False,184,False,False,TO_BE_DONE_UP
2270,HOUSE,HOUSE,310000,sale,4,196,SEMI_EQUIPPED,,False,False,False,196,4,False,TO_BE_DONE_UP
9660,HOUSE,HOUSE,335000,sale,3,248,SEMI_EQUIPPED,False,False,False,False,248,4,False,TO_RENOVATE
2200,HOUSE,HOUSE,425000,sale,3,239,INSTALLED,,False,False,False,239,4,False,GOOD
2200,APARTMENT,APARTMENT,295000,sale,2,90,HYPER_EQUIPPED,,False,12,False,90,3,False,AS_NEW
8380,APARTMENT,GROUND_FLOOR,199000,sale,2,57,HYPER_EQUIPPED,False,False,False,False,57,2,False,JUST_RENOVATED
9120,HOUSE,HOUSE,165000,sale,3,168,False,,False,False,False,168,2,False,TO_RENOVATE
9120,HOUSE,HOUSE,585000,sale,3,309,HYPER_EQUIPPED,,1,False,False,309,2,False,False
1090,APARTMENT,APARTMENT,365000,sale,2,104,HYPER_EQUIPPED,False,False,25,59,104,2,False,AS_NEW
2580,HOUSE,BUNGALOW,470000,sale,3,136,INSTALLED,,False,False,False,136,3,False,GOOD
4100,HOUSE,HOUSE,209900,sale,3,False,INSTALLED,False,False,False,30,False,3,False,JUST_RENOVATED
7700,HOUSE,HOUSE,169000,sale,3,144,INSTALLED,,False,False,False,144,2,False,GOOD
1060,APARTMENT,FLAT_STUDIO,115000,sale,0,21,NOT_INSTALLED,,False,False,False,21,2,False,AS_NEW
1140,APARTMENT,FLAT_STUDIO,206000,sale,0,36,INSTALLED,,False,1,False,36,2,False,GOOD
4845,HOUSE,HOUSE,349000,sale,4,147,INSTALLED,False,False,30,390,147,3,False,GOOD
1040,APARTMENT,APARTMENT,229000,sale,1,46,SEMI_EQUIPPED,False,False,False,False,46,2,False,GOOD
1070,APARTMENT,APARTMENT,279000,sale,1,87,HYPER_EQUIPPED,False,False,17,False,87,3,False,GOOD
4000,APARTMENT,APARTMENT,139000,sale,2,93,INSTALLED,False,False,False,False,93,2,False,False
4540,HOUSE,HOUSE,129000,sale,4,170,NOT_INSTALLED,,False,False,False,170,2,False,TO_RENOVATE
2620,HOUSE,HOUSE,369000,sale,4,251,INSTALLED,,False,False,False,251,3,False,False
9290,HOUSE,HOUSE,395000,sale,3,168,INSTALLED,True,False,False,False,168,3,False,False
1420,HOUSE,VILLA,449000,sale,2,195,INSTALLED,,False,1,1,195,4,False,TO_RENOVATE
6060,HOUSE,HOUSE,175000,sale,4,314,NOT_INSTALLED,False,False,False,428,314,2,False,TO_BE_DONE_UP
6747,HOUSE,MANSION,320000,sale,5,260,False,False,False,30,1600,260,4,False,TO_RENOVATE
8000,HOUSE,HOUSE,280000,sale,3,90,False,,False,False,False,90,4,False,AS_NEW
1070,HOUSE,HOUSE,385000,sale,3,107,INSTALLED,False,False,10,50,107,2,False,False
1540,HOUSE,HOUSE,399000,sale,2,177,INSTALLED,False,False,False,False,177,4,False,TO_BE_DONE_UP
5377,HOUSE,CHALET,85000,sale,2,45,False,,False,False,False,45,4,False,TO_RENOVATE
6230,HOUSE,HOUSE,119900,sale,4,160,INSTALLED,False,False,20,450,160,3,False,TO_RENOVATE
4020,HOUSE,HOUSE,125000,sale,3,112,NOT_INSTALLED,False,False,6,50,112,2,False,TO_RENOVATE
6141,HOUSE,HOUSE,119999,sale,2,130,SEMI_EQUIPPED,,False,False,250,130,2,False,TO_BE_DONE_UP
4180,HOUSE,HOUSE,125000,sale,3,105,SEMI_EQUIPPED,False,False,False,False,105,2,False,TO_BE_DONE_UP
4100,HOUSE,HOUSE,120000,sale,2,95,NOT_INSTALLED,False,False,False,40,95,2,False,GOOD
6140,HOUSE,HOUSE,129900,sale,3,160,NOT_INSTALLED,False,False,False,False,160,3,False,GOOD
6031,HOUSE,HOUSE,134999,sale,4,142,SEMI_EQUIPPED,False,False,False,990,142,4,False,TO_BE_DONE_UP
9600,HOUSE,HOUSE,135000,sale,2,88,False,,False,False,False,88,2,False,JUST_RENOVATED
7080,HOUSE,HOUSE,130000,sale,3,102,SEMI_EQUIPPED,False,False,10,False,102,2,False,JUST_RENOVATED
4610,HOUSE,HOUSE,156000,sale,3,118,INSTALLED,False,False,13,111,118,2,False,TO_BE_DONE_UP
6180,HOUSE,HOUSE,149900,sale,2,120,SEMI_EQUIPPED,False,False,20,False,120,2,False,TO_BE_DONE_UP
6141,HOUSE,HOUSE,139999,sale,2,120,SEMI_EQUIPPED,False,False,False,370,120,2,False,GOOD
9310,HOUSE,HOUSE,459000,sale,4,180,INSTALLED,,False,False,False,180,4,False,GOOD
9310,HOUSE,HOUSE,459000,sale,4,180,INSTALLED,,False,False,False,180,4,False,GOOD
1325,HOUSE,BUNGALOW,325000,sale,3,125,NOT_INSTALLED,False,False,15,827,125,4,False,TO_RENOVATE
1050,APARTMENT,APARTMENT,510000,sale,3,131,HYPER_EQUIPPED,False,False,False,False,131,2,False,GOOD
1410,APARTMENT,GROUND_FLOOR,725000,sale,3,142,HYPER_EQUIPPED,False,False,18,160,142,False,False,AS_NEW
6840,HOUSE,HOUSE,312000,sale,3,128,NOT_INSTALLED,False,False,19,453,128,3,False,False
1300,APARTMENT,APARTMENT,395000,sale,2,116,NOT_INSTALLED,False,False,17,False,116,False,False,GOOD
1300,APARTMENT,APARTMENT,345000,sale,2,98,NOT_INSTALLED,False,False,15,False,98,False,False,GOOD
2960,HOUSE,HOUSE,599000,sale,7,272,INSTALLED,,False,False,False,272,4,False,GOOD
1300,APARTMENT,APARTMENT,335000,sale,2,99,NOT_INSTALLED,False,False,17,False,99,False,False,GOOD
2960,HOUSE,HOUSE,249000,sale,3,122,SEMI_EQUIPPED,,False,False,False,122,3,False,TO_RENOVATE
2930,HOUSE,BUNGALOW,649000,sale,3,172,INSTALLED,,False,False,False,172,4,False,False
2960,HOUSE,VILLA,469000,sale,3,155,INSTALLED,,False,False,False,155,4,False,TO_BE_DONE_UP
2970,HOUSE,HOUSE,375000,sale,3,160,SEMI_EQUIPPED,,False,False,False,160,3,False,TO_RENOVATE
2970,HOUSE,HOUSE,399000,sale,4,149,SEMI_EQUIPPED,,False,False,False,149,4,False,TO_RENOVATE
1030,APARTMENT,APARTMENT,430000,sale,2,141,HYPER_EQUIPPED,False,False,4,False,141,2,False,TO_BE_DONE_UP
3220,HOUSE,BUNGALOW,439000,sale,3,145,HYPER_EQUIPPED,,False,False,False,145,4,False,TO_BE_DONE_UP
5000,APARTMENT,APARTMENT,150000,sale,1,43,INSTALLED,False,False,False,False,43,2,False,GOOD
1933,HOUSE,HOUSE,595000,sale,4,175,INSTALLED,False,False,20,588,175,4,False,TO_RENOVATE
4880,HOUSE,APARTMENT_BLOCK,289000,sale,3,161,SEMI_EQUIPPED,False,False,False,False,161,3,False,GOOD
2300,APARTMENT,APARTMENT,175000,sale,2,79,SEMI_EQUIPPED,,False,6,False,79,False,False,GOOD
1700,APARTMENT,APARTMENT,255000,sale,2,104,SEMI_EQUIPPED,,False,False,False,104,3,False,GOOD
9500,HOUSE,HOUSE,435200,sale,3,188,HYPER_EQUIPPED,,False,22,False,188,3,False,GOOD
4030,HOUSE,HOUSE,165000,sale,3,132,SEMI_EQUIPPED,False,False,8,35,132,2,False,TO_BE_DONE_UP
8600,HOUSE,HOUSE,169000,sale,4,301,False,,False,False,False,301,2,False,GOOD
7300,HOUSE,MIXED_USE_BUILDING,165000,sale,9,382,SEMI_EQUIPPED,False,False,35,275,382,3,False,TO_RENOVATE
2830,HOUSE,HOUSE,170000,sale,2,113,False,,False,False,False,113,4,False,TO_RENOVATE
8570,HOUSE,HOUSE,174000,sale,2,116,False,,False,False,False,116,3,False,TO_RENOVATE
1350,HOUSE,HOUSE,175000,sale,4,278,NOT_INSTALLED,False,False,False,943,278,3,False,TO_RENOVATE
6230,HOUSE,HOUSE,169900,sale,2,93,INSTALLED,False,False,False,False,93,3,False,GOOD
4040,HOUSE,HOUSE,165000,sale,2,77,INSTALLED,False,False,30,437,77,3,False,GOOD
6820,HOUSE,HOUSE,175000,sale,2,195,SEMI_EQUIPPED,,False,False,False,195,2,False,GOOD
6887,HOUSE,HOUSE,175000,sale,3,181,SEMI_EQUIPPED,False,False,False,57,181,3,False,AS_NEW
4040,HOUSE,HOUSE,179000,sale,2,68,INSTALLED,False,False,False,False,68,3,False,GOOD
6040,HOUSE,HOUSE,180000,sale,2,110,INSTALLED,,False,40,False,110,2,False,GOOD
7080,HOUSE,HOUSE,180000,sale,4,174,INSTALLED,True,False,25,False,174,3,False,GOOD
4000,HOUSE,HOUSE,189000,sale,4,160,NOT_INSTALLED,False,False,14,False,160,2,False,TO_RENOVATE
4000,HOUSE,APARTMENT_BLOCK,189000,sale,3,160,NOT_INSTALLED,False,False,14,False,160,2,False,TO_RENOVATE
4100,HOUSE,HOUSE,185000,sale,2,160,NOT_INSTALLED,False,False,False,703,160,3,False,TO_RENOVATE
6791,HOUSE,HOUSE,185000,sale,3,133,SEMI_EQUIPPED,,False,False,False,133,False,False,TO_RENOVATE
9000,HOUSE,HOUSE,189000,sale,3,False,False,,False,8,False,False,2,False,TO_RENOVATE
4030,HOUSE,HOUSE,189000,sale,6,228,INSTALLED,False,False,False,220,228,3,False,TO_BE_DONE_UP
4000,HOUSE,HOUSE,199000,sale,2,118,INSTALLED,False,False,False,False,118,3,False,TO_BE_DONE_UP
4920,HOUSE,HOUSE,199000,sale,2,128,SEMI_EQUIPPED,False,False,False,False,128,2,False,TO_BE_DONE_UP
6032,HOUSE,APARTMENT_BLOCK,199000,sale,2,104,SEMI_EQUIPPED,,False,8,False,104,2,False,GOOD
8433,HOUSE,HOUSE,199000,sale,4,158,False,,False,False,92,158,3,False,TO_RENOVATE
1070,APARTMENT,APARTMENT,280000,sale,2,120,SEMI_EQUIPPED,,False,False,False,120,2,False,GOOD
6840,HOUSE,FARMHOUSE,199000,sale,5,246,False,False,False,False,1158,246,4,False,TO_RENOVATE
4100,HOUSE,HOUSE,199500,sale,4,115,INSTALLED,False,False,40,120,115,3,False,GOOD
5020,HOUSE,HOUSE,310000,sale,3,150,INSTALLED,,False,False,False,150,4,False,GOOD
2400,HOUSE,HOUSE,485000,sale,3,209,INSTALLED,,False,False,1200,209,4,False,GOOD
5100,APARTMENT,APARTMENT,199000,sale,3,95,NOT_INSTALLED,False,False,12,False,95,4,False,TO_RENOVATE
1140,APARTMENT,APARTMENT,442000,sale,3,105,INSTALLED,,False,15,False,105,2,False,GOOD
1350,HOUSE,HOUSE,249000,sale,4,144,SEMI_EQUIPPED,False,False,31,427,144,2,False,GOOD
2800,HOUSE,HOUSE,399000,sale,5,142,HYPER_EQUIPPED,,False,False,False,142,2,False,AS_NEW
8720,HOUSE,HOUSE,391486,sale,3,162,INSTALLED,,False,False,False,162,4,False,False
3500,HOUSE,HOUSE,328000,sale,3,136,SEMI_EQUIPPED,,False,25,False,136,2,False,GOOD
2850,HOUSE,HOUSE,369000,sale,3,False,HYPER_EQUIPPED,,False,False,False,False,2,False,GOOD
1140,APARTMENT,APARTMENT,364000,sale,2,88,INSTALLED,,False,2,False,88,2,False,GOOD
1000,APARTMENT,FLAT_STUDIO,203000,sale,0,30,NOT_INSTALLED,,False,False,False,30,2,False,GOOD
9240,HOUSE,HOUSE,236000,sale,3,100,False,,False,False,False,100,False,False,GOOD
3665,HOUSE,HOUSE,239000,sale,4,218,INSTALLED,,False,False,False,218,2,False,GOOD
9400,HOUSE,VILLA,800000,sale,4,404,HYPER_EQUIPPED,False,False,False,False,404,4,False,GOOD
9870,HOUSE,HOUSE,309000,sale,4,150,INSTALLED,False,False,False,443,150,4,False,GOOD
2830,HOUSE,HOUSE,525000,sale,3,111,SEMI_EQUIPPED,,False,False,False,111,4,True,TO_BE_DONE_UP
2340,HOUSE,HOUSE,625000,sale,4,279,USA_HYPER_EQUIPPED,,1,50,False,279,4,False,AS_NEW
1050,APARTMENT,APARTMENT,345000,sale,2,66,HYPER_EQUIPPED,False,False,1,False,66,2,False,AS_NEW
2801,HOUSE,HOUSE,395000,sale,4,163,SEMI_EQUIPPED,,False,False,False,163,3,False,TO_BE_DONE_UP
2560,HOUSE,BUNGALOW,339000,sale,2,95,INSTALLED,,1,False,False,95,4,False,GOOD
1090,HOUSE,HOUSE,520000,sale,2,200,False,False,False,False,False,200,5,False,GOOD
2980,HOUSE,HOUSE,445000,sale,3,161,INSTALLED,,False,False,False,161,4,False,GOOD
2340,HOUSE,HOUSE,369000,sale,4,206,INSTALLED,,False,False,False,206,4,False,GOOD
7062,HOUSE,HOUSE,90000,sale,2,95,False,False,False,False,False,95,False,False,TO_RENOVATE
2950,HOUSE,TOWN_HOUSE,319000,sale,3,159,INSTALLED,,False,23,False,159,2,False,TO_BE_DONE_UP
4480,HOUSE,HOUSE,205000,sale,3,101,INSTALLED,False,False,4,70,101,3,False,JUST_RENOVATED
9506,HOUSE,HOUSE,219000,sale,2,185,SEMI_EQUIPPED,False,False,False,False,185,3,False,TO_RENOVATE
6230,HOUSE,HOUSE,219900,sale,3,200,SEMI_EQUIPPED,False,False,20,100,200,3,False,TO_BE_DONE_UP
8530,HOUSE,HOUSE,205000,sale,2,103,INSTALLED,,False,False,False,103,2,False,GOOD
6600,HOUSE,APARTMENT_BLOCK,219000,sale,1,110,SEMI_EQUIPPED,False,False,False,False,110,2,False,GOOD
7033,HOUSE,APARTMENT_BLOCK,210000,sale,5,175,SEMI_EQUIPPED,True,False,15,50,175,3,False,TO_RENOVATE
7390,HOUSE,HOUSE,200000,sale,3,193,INSTALLED,False,False,15,140,193,2,False,GOOD
4032,HOUSE,HOUSE,229000,sale,3,124,INSTALLED,False,False,35,170,124,3,False,AS_NEW
8430,HOUSE,HOUSE,229000,sale,2,74,False,,False,False,28,74,2,False,AS_NEW
4420,HOUSE,HOUSE,229500,sale,4,120,INSTALLED,False,False,14,126,120,2,False,GOOD
4040,HOUSE,MIXED_USE_BUILDING,230000,sale,2,212,False,,False,False,49,212,3,False,TO_BE_DONE_UP
4040,HOUSE,APARTMENT_BLOCK,230000,sale,2,212,False,,False,False,49,212,3,False,TO_BE_DONE_UP
6791,HOUSE,HOUSE,230000,sale,2,98,INSTALLED,False,False,10,230,98,2,False,GOOD
9060,HOUSE,HOUSE,239000,sale,2,130,False,,False,False,95,130,4,False,GOOD
8620,HOUSE,HOUSE,239000,sale,4,140,SEMI_EQUIPPED,False,False,17,False,140,2,False,TO_BE_DONE_UP
9900,HOUSE,HOUSE,235000,sale,3,198,SEMI_EQUIPPED,,False,False,False,198,False,False,TO_RENOVATE
9700,HOUSE,MIXED_USE_BUILDING,240000,sale,5,175,False,,False,False,False,175,2,False,TO_RENOVATE
4190,HOUSE,MIXED_USE_BUILDING,245000,sale,4,287,SEMI_EQUIPPED,False,False,22,False,287,2,False,TO_RENOVATE
4041,HOUSE,HOUSE,249900,sale,4,230,INSTALLED,False,False,108,150,230,2,False,GOOD
6181,HOUSE,HOUSE,249900,sale,3,162,INSTALLED,False,False,25,218,162,3,False,GOOD
8430,HOUSE,HOUSE,255000,sale,3,74,INSTALLED,,False,61,False,74,False,False,GOOD
7390,HOUSE,HOUSE,250000,sale,7,285,HYPER_EQUIPPED,True,False,60,25,285,3,False,GOOD
4051,HOUSE,HOUSE,259000,sale,3,189,INSTALLED,False,False,False,False,189,2,False,GOOD
2960,HOUSE,HOUSE,525000,sale,3,182,HYPER_EQUIPPED,,False,False,False,182,4,True,GOOD
3202,HOUSE,HOUSE,395000,sale,4,188,INSTALLED,,False,False,False,188,3,False,GOOD
2300,APARTMENT,APARTMENT,299000,sale,2,100,SEMI_EQUIPPED,,False,9,False,100,False,False,GOOD
8550,HOUSE,HOUSE,279000,sale,3,134,False,,False,False,False,134,2,False,AS_NEW
9220,HOUSE,HOUSE,249500,sale,2,113,INSTALLED,,False,False,False,113,2,False,JUST_RENOVATED
1180,APARTMENT,APARTMENT,980000,sale,4,268,NOT_INSTALLED,False,False,6,False,268,4,False,GOOD
1755,HOUSE,HOUSE,367000,sale,3,125,INSTALLED,,False,False,False,125,4,False,GOOD
1180,APARTMENT,APARTMENT,275000,sale,1,53,INSTALLED,,False,False,False,53,2,False,TO_BE_DONE_UP
8310,HOUSE,HOUSE,329000,sale,3,160,INSTALLED,,False,False,False,160,3,False,False
9690,HOUSE,HOUSE,295000,sale,6,465,False,,False,False,False,465,2,False,TO_RENOVATE
1180,APARTMENT,APARTMENT,360000,sale,2,100,HYPER_EQUIPPED,False,False,10,False,100,2,False,GOOD
3971,APARTMENT,APARTMENT,240000,sale,3,107,False,,False,False,False,107,False,False,AS_NEW
7000,HOUSE,HOUSE,190000,sale,3,160,SEMI_EQUIPPED,False,False,False,200,160,3,False,TO_RENOVATE
3545,HOUSE,HOUSE,463500,sale,3,178,False,,False,12,325,178,4,False,GOOD
1070,HOUSE,APARTMENT_BLOCK,1498000,sale,0,1150,NOT_INSTALLED,,False,False,False,1150,2,False,False
8530,HOUSE,HOUSE,195000,sale,2,96,False,,False,False,16,96,3,False,GOOD
3300,HOUSE,HOUSE,239000,sale,3,237,False,,False,False,203,237,4,False,False
9130,HOUSE,HOUSE,269000,sale,2,115,False,,False,False,False,115,False,False,GOOD
8520,HOUSE,HOUSE,259000,sale,3,169,False,,False,False,850,169,3,False,GOOD
8430,HOUSE,HOUSE,267500,sale,5,137,False,,False,False,325,137,3,False,TO_RENOVATE
9300,HOUSE,HOUSE,268000,sale,3,165,INSTALLED,,False,50,250,165,2,False,GOOD
1350,HOUSE,HOUSE,260000,sale,4,138,SEMI_EQUIPPED,False,False,25,215,138,3,False,GOOD
9200,HOUSE,HOUSE,275000,sale,3,220,INSTALLED,,False,20,100,220,2,False,TO_BE_DONE_UP
8650,HOUSE,HOUSE,269000,sale,3,164,False,,False,False,333,164,2,False,AS_NEW
9120,HOUSE,HOUSE,269000,sale,1,109,INSTALLED,,1,30,135,109,3,False,GOOD
5377,HOUSE,HOUSE,270000,sale,4,154,INSTALLED,False,False,False,785,154,3,False,JUST_RENOVATED
1850,HOUSE,HOUSE,279000,sale,3,121,SEMI_EQUIPPED,,False,False,False,121,2,False,GOOD
6800,HOUSE,HOUSE,279000,sale,3,200,INSTALLED,False,False,30,2700,200,4,False,GOOD
8430,HOUSE,HOUSE,279000,sale,3,270,False,,False,False,270,270,3,False,TO_RENOVATE
4621,HOUSE,APARTMENT_BLOCK,280000,sale,5,230,INSTALLED,False,False,55,155,230,3,False,GOOD
8900,HOUSE,HOUSE,285000,sale,8,321,False,,False,18,76,321,2,False,TO_RENOVATE
9500,HOUSE,HOUSE,285000,sale,3,274,False,,False,False,False,274,False,False,TO_RENOVATE
6030,HOUSE,VILLA,289000,sale,3,150,INSTALLED,,False,False,600,150,4,False,GOOD
4367,HOUSE,BUNGALOW,290000,sale,4,127,INSTALLED,False,False,False,False,127,4,False,TO_BE_DONE_UP
6230,HOUSE,HOUSE,295000,sale,4,225,False,False,False,60,600,225,3,False,GOOD
2660,HOUSE,HOUSE,295000,sale,3,121,False,,False,15,115,121,2,False,GOOD
1360,HOUSE,HOUSE,295000,sale,4,210,False,,1,40,443,210,False,False,GOOD
8980,HOUSE,HOUSE,298000,sale,3,168,INSTALLED,False,False,False,1500,168,2,False,AS_NEW
6790,HOUSE,MIXED_USE_BUILDING,299000,sale,3,205,INSTALLED,,False,False,False,205,3,False,GOOD
1495,HOUSE,HOUSE,299000,sale,4,330,INSTALLED,False,False,False,350,330,3,False,TO_RENOVATE
9200,HOUSE,HOUSE,298000,sale,3,200,INSTALLED,,1,15,80,200,3,False,GOOD
6790,HOUSE,HOUSE,299000,sale,3,205,INSTALLED,,False,False,False,205,3,False,GOOD
8400,HOUSE,HOUSE,235000,sale,3,162,False,,False,False,False,162,False,False,TO_RENOVATE
2830,HOUSE,HOUSE,279000,sale,3,148,INSTALLED,,False,18,79,148,3,False,TO_BE_DONE_UP
9100,HOUSE,HOUSE,459000,sale,3,173,INSTALLED,,1,45,False,173,4,False,GOOD
2660,HOUSE,HOUSE,279500,sale,3,140,INSTALLED,,False,37,False,140,2,False,AS_NEW
7640,HOUSE,HOUSE,65000,sale,2,77,SEMI_EQUIPPED,False,False,False,False,77,False,False,TO_RESTORE
1430,HOUSE,HOUSE,225000,sale,2,116,INSTALLED,False,False,20,False,116,3,False,GOOD
4683,HOUSE,HOUSE,199000,sale,2,87,INSTALLED,False,False,40,False,87,2,False,AS_NEW
2000,APARTMENT,APARTMENT,545000,sale,3,138,HYPER_EQUIPPED,,False,False,False,138,2,False,AS_NEW
1000,APARTMENT,APARTMENT,339000,sale,1,42,INSTALLED,,False,False,False,42,2,False,GOOD
3070,APARTMENT,GROUND_FLOOR,295000,sale,2,85,INSTALLED,False,False,3,False,85,3,False,GOOD
2140,APARTMENT,APARTMENT,250000,sale,2,78,HYPER_EQUIPPED,False,False,11,False,78,2,False,GOOD
9260,HOUSE,HOUSE,699000,sale,4,303,INSTALLED,False,False,False,3000,303,4,False,GOOD
3800,HOUSE,HOUSE,324000,sale,3,186,INSTALLED,,False,False,False,186,False,False,JUST_RENOVATED
6687,HOUSE,HOUSE,325000,sale,3,False,INSTALLED,,False,False,False,False,4,False,GOOD
9550,HOUSE,VILLA,315000,sale,3,185,INSTALLED,,1,15,300,185,4,False,TO_RENOVATE
6600,HOUSE,HOUSE,300000,sale,3,False,SEMI_EQUIPPED,,False,False,False,False,3,False,GOOD
9660,HOUSE,BUNGALOW,319000,sale,3,124,INSTALLED,False,False,24,413,124,3,False,GOOD
2340,HOUSE,HOUSE,309000,sale,3,222,NOT_INSTALLED,,False,False,580,222,4,False,TO_RENOVATE
9090,HOUSE,HOUSE,299000,sale,3,184,INSTALLED,,False,50,190,184,False,False,GOOD
9310,HOUSE,HOUSE,305000,sale,3,159,INSTALLED,False,False,20,200,159,4,False,TO_RENOVATE
